"Beak depth, mm","Beak length, mm",band,species,year
8.05,9.25,20123,fortis,73
10.45,11.35,20126,fortis,73
9.55,10.15,20128,fortis,73
8.75,9.95,20129,fortis,73
10.15,11.55,20133,fortis,73
9.85,11.15,20136,fortis,73
8.85,10.05,20138,fortis,73
10.15,11.25,20142,fortis,73
8.15,9.15,20143,fortis,73
8.55,9.25,20146,fortis,73
10.65,11.75,20149,fortis,73
8.05,9.05,20150,fortis,73
9.75,11.15,20152,fortis,73
10.15,11.25,20155,fortis,73
9.85,10.45,20156,fortis,73
9.75,10.65,20157,fortis,73
8.35,10.05,20163,fortis,73
8.55,10.45,20164,fortis,73
10.25,11.45,20169,fortis,73
9.35,11.15,20172,fortis,73
10.15,10.95,20174,fortis,73
8.55,9.55,20176,fortis,73
8.85,10.65,20177,fortis,73
9.85,10.05,20178,fortis,73
10.75,11.25,20181,fortis,73
9.85,10.85,20183,fortis,73
8.45,10.05,20203,fortis,73
10.55,11.95,20206,fortis,73
8.35,9.85,20211,fortis,73
8.25,9.35,20215,fortis,73
10.95,12.05,20217,fortis,73
9.15,10.35,20218,fortis,73
8.85,10.65,20219,fortis,73
10.05,10.95,20221,fortis,73
9.55,10.25,20229,fortis,73
12.15,12.65,20230,fortis,73
9.55,10.65,20233,fortis,73
9.75,10.75,20235,fortis,73
9.25,10.15,20239,fortis,73
9.05,10.25,20243,fortis,73
8.45,10.35,20244,fortis,73
9.55,10.55,20246,fortis,73
9.95,10.95,20247,fortis,73
10.65,11.65,20249,fortis,73
7.95,9.85,20250,fortis,73
10.65,11.15,20253,fortis,73
9.15,10.05,20256,fortis,73
10.05,11.15,20258,fortis,73
9.75,10.95,20263,fortis,73
10.05,11.05,20268,fortis,73
9.65,10.65,20269,fortis,73
9.45,10.85,20271,fortis,73
10.75,11.05,20272,fortis,73
9.85,11.05,20275,fortis,73
11.15,11.55,20276,fortis,73
10.85,11.25,20277,fortis,73
8.55,10.25,20278,fortis,73
10.25,11.05,20282,fortis,73
8.35,9.95,20292,fortis,73
9.15,10.65,20296,fortis,73
9.35,9.95,20299,fortis,73
10.15,11.05,20301,fortis,73
9.75,10.75,20302,fortis,73
10.75,11.75,20306,fortis,73
9.35,10.25,20307,fortis,73
8.65,9.45,20308,fortis,73
10.35,11.85,20309,fortis,73
10.55,10.95,20310,fortis,73
9.45,10.35,20313,fortis,73
8.85,10.15,20317,fortis,73
9.45,10.45,20318,fortis,73
9.85,11.35,20320,fortis,73
9.15,9.85,20324,fortis,73
9.35,15.15,20121,scandens,73
9.75,15.05,20125,scandens,73
8.35,14.45,20135,scandens,73
9.55,14.05,20159,scandens,73
8.55,14.25,20160,scandens,73
9.85,14.65,20175,scandens,73
10.65,15.45,20182,scandens,73
9.55,15.15,20187,scandens,73
9.85,14.95,20200,scandens,73
9.75,13.65,20207,scandens,73
7.95,14.65,20220,scandens,73
9.95,15.65,20224,scandens,73
9.55,14.05,20245,scandens,73
9.15,13.85,20254,scandens,73
10.45,14.95,20259,scandens,73
9.15,13.15,20274,scandens,73
8.0,9.4,2,fortis,75
8.3,9.2,9,fortis,75
7.5,9.5,12,fortis,75
8.0,9.5,15,fortis,75
9.9,11.5,305,fortis,75
8.6,11.1,307,fortis,75
8.4,9.9,308,fortis,75
9.8,11.5,309,fortis,75
9.2,10.8,311,fortis,75
9.0,11.3,312,fortis,75
9.5,11.5,313,fortis,75
8.9,11.5,314,fortis,75
8.8,9.7,315,fortis,75
9.7,10.9,316,fortis,75
8.9,10.1,320,fortis,75
8.5,10.6,321,fortis,75
8.2,9.6,323,fortis,75
9.3,10.3,324,fortis,75
9.1,10.5,326,fortis,75
8.8,10.5,328,fortis,75
9.4,10.9,329,fortis,75
9.6,11.2,330,fortis,75
8.5,9.4,340,fortis,75
8.1,10.1,341,fortis,75
8.0,9.6,342,fortis,75
9.7,10.5,343,fortis,75
8.2,9.9,344,fortis,75
8.4,9.9,345,fortis,75
7.9,9.6,346,fortis,75
9.3,10.7,347,fortis,75
10.5,11.8,348,fortis,75
9.7,10.2,349,fortis,75
9.6,10.9,350,fortis,75
7.7,9.3,352,fortis,75
9.8,11.6,354,fortis,75
9.8,11.2,355,fortis,75
8.5,10.1,356,fortis,75
9.2,10.7,360,fortis,75
10.1,11.0,366,fortis,75
9.0,10.8,368,fortis,75
9.0,10.2,369,fortis,75
9.4,10.8,401,fortis,75
8.8,10.4,402,fortis,75
9.9,11.2,403,fortis,75
9.9,11.4,405,fortis,75
8.9,10.9,410,fortis,75
9.4,10.4,411,fortis,75
8.2,9.7,413,fortis,75
8.2,10.2,414,fortis,75
8.1,9.2,415,fortis,75
8.4,10.1,416,fortis,75
10.1,11.0,417,fortis,75
8.6,10.3,418,fortis,75
8.5,10.2,419,fortis,75
9.7,11.0,420,fortis,75
10.3,11.0,422,fortis,75
8.6,10.1,423,fortis,75
9.3,10.7,424,fortis,75
8.9,10.7,425,fortis,75
9.7,11.0,426,fortis,75
10.2,12.0,427,fortis,75
10.2,11.6,428,fortis,75
8.5,9.9,450,fortis,75
8.8,10.8,451,fortis,75
8.9,10.5,452,fortis,75
8.7,10.0,453,fortis,75
9.3,9.6,454,fortis,75
9.7,11.0,455,fortis,75
9.6,10.2,456,fortis,75
7.85,9.7,457,fortis,75
9.6,11.1,458,fortis,75
9.3,10.4,459,fortis,75
9.8,11.1,461,fortis,75
8.8,10.2,462,fortis,75
9.1,10.3,463,fortis,75
9.0,9.9,465,fortis,75
10.4,11.0,466,fortis,75
9.0,10.8,468,fortis,75
9.5,10.5,473,fortis,75
8.7,10.5,474,fortis,75
9.6,11.2,475,fortis,75
9.4,11.2,476,fortis,75
9.5,11.7,477,fortis,75
8.6,10.5,479,fortis,75
9.9,10.5,501,fortis,75
9.4,11.2,502,fortis,75
9.1,10.0,503,fortis,75
8.6,10.4,504,fortis,75
9.3,10.8,505,fortis,75
9.2,11.1,506,fortis,75
8.8,10.3,507,fortis,75
9.2,11.1,509,fortis,75
8.3,9.8,510,fortis,75
8.8,10.5,511,fortis,75
9.4,11.0,512,fortis,75
10.4,11.2,513,fortis,75
8.5,9.8,514,fortis,75
7.9,9.8,515,fortis,75
7.9,9.8,516,fortis,75
10.1,10.3,517,fortis,75
9.8,11.3,518,fortis,75
8.3,10.0,519,fortis,75
9.4,11.1,520,fortis,75
9.0,10.0,521,fortis,75
8.4,10.3,522,fortis,75
8.7,10.2,524,fortis,75
9.2,10.4,526,fortis,75
9.5,11.0,527,fortis,75
10.1,11.5,528,fortis,75
9.8,11.8,529,fortis,75
8.5,10.2,560,fortis,75
10.2,11.7,561,fortis,75
8.6,10.1,563,fortis,75
9.3,10.2,564,fortis,75
8.7,9.8,565,fortis,75
8.9,10.6,566,fortis,75
8.4,10.0,567,fortis,75
10.3,12.1,572,fortis,75
9.9,11.1,574,fortis,75
8.9,10.5,576,fortis,75
9.1,10.0,578,fortis,75
8.6,10.2,579,fortis,75
7.8,9.7,601,fortis,75
8.6,10.0,602,fortis,75
9.5,10.7,603,fortis,75
9.5,11.0,604,fortis,75
10.2,10.9,605,fortis,75
9.1,10.5,606,fortis,75
9.7,10.9,607,fortis,75
9.4,10.7,608,fortis,75
10.5,11.9,609,fortis,75
9.0,10.2,610,fortis,75
9.8,10.5,611,fortis,75
10.0,11.2,615,fortis,75
9.6,10.7,616,fortis,75
9.6,10.3,617,fortis,75
9.9,11.6,618,fortis,75
9.3,10.5,619,fortis,75
9.6,10.9,620,fortis,75
7.6,9.8,621,fortis,75
9.2,10.9,622,fortis,75
8.8,10.3,623,fortis,75
10.1,11.7,624,fortis,75
8.9,11.0,625,fortis,75
9.5,9.8,626,fortis,75
8.2,10.4,627,fortis,75
9.7,10.8,628,fortis,75
9.8,11.0,629,fortis,75
9.3,10.6,670,fortis,75
9.8,11.3,671,fortis,75
8.8,10.1,672,fortis,75
10.1,11.4,673,fortis,75
10.5,11.8,674,fortis,75
8.6,9.9,675,fortis,75
9.7,11.0,676,fortis,75
10.0,10.8,677,fortis,75
9.7,11.3,678,fortis,75
10.5,11.1,679,fortis,75
10.4,11.0,680,fortis,75
9.2,10.4,681,fortis,75
8.1,9.1,682,fortis,75
9.4,10.8,683,fortis,75
8.9,10.6,684,fortis,75
8.2,8.7,685,fortis,75
9.3,10.7,686,fortis,75
8.6,10.3,687,fortis,75
9.0,10.5,688,fortis,75
7.6,9.1,689,fortis,75
8.7,9.5,701,fortis,75
9.8,10.8,702,fortis,75
9.4,10.6,703,fortis,75
9.9,9.9,704,fortis,75
10.1,11.5,705,fortis,75
9.8,11.2,706,fortis,75
7.9,9.7,707,fortis,75
10.8,12.2,708,fortis,75
7.9,9.2,709,fortis,75
10.0,10.5,710,fortis,75
8.4,10.5,711,fortis,75
9.5,10.8,712,fortis,75
8.8,10.7,713,fortis,75
10.4,11.8,714,fortis,75
8.1,9.1,715,fortis,75
9.8,10.1,716,fortis,75
8.2,10.0,717,fortis,75
9.5,11.0,719,fortis,75
10.5,12.2,720,fortis,75
9.7,11.4,721,fortis,75
9.6,10.9,723,fortis,75
9.6,10.6,725,fortis,75
7.9,9.3,726,fortis,75
10.1,10.9,780,fortis,75
9.3,10.6,781,fortis,75
10.3,11.0,785,fortis,75
7.9,9.0,786,fortis,75
9.1,11.0,787,fortis,75
8.9,10.4,788,fortis,75
8.3,10.4,789,fortis,75
9.4,9.6,790,fortis,75
9.5,10.6,801,fortis,75
8.5,10.1,802,fortis,75
8.6,9.7,803,fortis,75
8.5,9.6,804,fortis,75
8.2,10.1,805,fortis,75
7.9,9.9,807,fortis,75
10.0,11.0,808,fortis,75
9.4,10.9,809,fortis,75
8.0,9.7,810,fortis,75
8.6,10.0,811,fortis,75
9.0,10.4,812,fortis,75
9.9,11.6,813,fortis,75
8.0,9.6,814,fortis,75
9.6,10.8,815,fortis,75
9.2,10.9,817,fortis,75
9.0,10.2,818,fortis,75
9.2,10.4,819,fortis,75
9.5,11.0,820,fortis,75
9.2,10.7,821,fortis,75
9.7,11.1,822,fortis,75
9.1,10.8,823,fortis,75
9.4,10.9,824,fortis,75
8.6,9.9,825,fortis,75
9.8,11.8,826,fortis,75
8.0,9.7,827,fortis,75
10.4,11.9,828,fortis,75
8.1,9.6,829,fortis,75
9.9,10.9,830,fortis,75
8.6,10.2,831,fortis,75
8.0,9.9,891,fortis,75
9.0,11.3,892,fortis,75
9.7,10.9,893,fortis,75
8.1,9.8,894,fortis,75
8.8,10.3,895,fortis,75
7.5,8.8,896,fortis,75
10.2,11.6,897,fortis,75
8.2,9.9,898,fortis,75
8.6,9.9,899,fortis,75
8.7,9.9,900,fortis,75
8.6,10.4,902,fortis,75
9.9,11.2,903,fortis,75
9.5,10.8,904,fortis,75
8.4,9.9,905,fortis,75
8.7,9.9,906,fortis,75
8.2,10.2,907,fortis,75
9.2,10.4,908,fortis,75
8.2,9.4,909,fortis,75
9.2,10.2,910,fortis,75
9.3,11.0,911,fortis,75
8.9,10.6,912,fortis,75
9.0,10.5,913,fortis,75
9.1,10.4,914,fortis,75
8.8,10.2,915,fortis,75
8.8,10.2,917,fortis,75
9.6,11.0,919,fortis,75
10.2,11.1,921,fortis,75
8.2,9.7,922,fortis,75
8.9,10.5,923,fortis,75
9.0,10.9,924,fortis,75
8.8,10.7,925,fortis,75
9.9,11.0,926,fortis,75
9.3,10.9,927,fortis,75
9.9,11.2,928,fortis,75
9.5,11.5,929,fortis,75
10.0,10.8,930,fortis,75
8.9,10.2,931,fortis,75
9.8,11.0,932,fortis,75
9.9,10.9,933,fortis,75
8.7,10.5,934,fortis,75
9.2,10.8,936,fortis,75
8.2,9.8,941,fortis,75
7.9,9.7,942,fortis,75
9.1,10.3,943,fortis,75
8.3,10.3,944,fortis,75
10.8,11.6,945,fortis,75
9.9,10.9,951,fortis,75
9.0,10.6,952,fortis,75
9.3,11.5,954,fortis,75
9.6,10.8,991,fortis,75
9.3,10.83,1040,fortis,75
10.2,11.73,1368,fortis,75
8.6,10.23,1420,fortis,75
10.98,11.83,1433,fortis,75
10.28,11.43,1560,fortis,75
9.6,10.73,1581,fortis,75
9.28,10.33,1770,fortis,75
9.5,10.23,1857,fortis,75
9.4,11.53,1860,fortis,75
9.15,11.03,1884,fortis,75
9.8,11.73,2102,fortis,75
9.35,10.53,2105,fortis,75
8.5,9.93,2220,fortis,75
10.5,11.23,2381,fortis,75
8.5,9.83,2482,fortis,75
8.31,9.63,2939,fortis,75
9.9,10.6,2955,fortis,75
10.36,11.88,2974,fortis,75
10.28,11.03,3642,fortis,75
8.9,10.73,8016,fortis,75
8.7,10.13,8020,fortis,75
9.15,10.15,20139,fortis,75
10.35,10.85,20165,fortis,75
8.85,10.95,20166,fortis,75
8.55,9.85,20168,fortis,75
8.95,10.25,20204,fortis,75
10.75,11.75,20238,fortis,75
10.05,10.95,20267,fortis,75
10.15,10.95,20273,fortis,75
8.45,10.55,20283,fortis,75
8.85,9.65,20285,fortis,75
10.25,11.45,20286,fortis,75
9.75,10.25,20293,fortis,75
8.95,10.05,20298,fortis,75
8.4,13.9,302,scandens,75
8.8,14.0,304,scandens,75
8.4,12.9,306,scandens,75
8.0,13.5,310,scandens,75
7.9,12.9,317,scandens,75
8.9,14.6,318,scandens,75
8.6,13.0,319,scandens,75
8.5,14.2,322,scandens,75
8.9,14.0,325,scandens,75
9.1,14.2,327,scandens,75
8.6,13.1,351,scandens,75
9.8,15.1,353,scandens,75
8.2,13.5,357,scandens,75
9.0,14.4,358,scandens,75
9.7,14.9,359,scandens,75
8.6,12.9,361,scandens,75
8.2,13.0,362,scandens,75
9.0,14.9,363,scandens,75
8.4,14.0,364,scandens,75
8.6,13.8,365,scandens,75
8.9,13.0,367,scandens,75
9.1,14.75,404,scandens,75
8.3,13.7,406,scandens,75
8.7,13.8,407,scandens,75
9.6,14.0,408,scandens,75
8.5,14.6,409,scandens,75
9.1,15.2,412,scandens,75
9.0,13.5,421,scandens,75
9.2,15.1,429,scandens,75
9.9,15.0,460,scandens,75
8.6,12.8,464,scandens,75
9.2,14.9,467,scandens,75
8.4,15.3,469,scandens,75
8.9,13.4,470,scandens,75
8.5,14.2,471,scandens,75
10.4,15.1,472,scandens,75
9.6,15.1,478,scandens,75
9.1,14.0,508,scandens,75
9.3,13.6,523,scandens,75
9.3,14.0,525,scandens,75
8.8,14.0,562,scandens,75
8.3,13.9,568,scandens,75
8.8,14.0,569,scandens,75
9.1,14.9,570,scandens,75
10.1,15.6,571,scandens,75
8.9,13.8,573,scandens,75
9.2,14.4,575,scandens,75
8.5,12.8,577,scandens,75
10.2,14.2,612,scandens,75
10.1,13.4,613,scandens,75
9.2,14.0,614,scandens,75
9.7,14.8,718,scandens,75
9.1,14.2,722,scandens,75
8.5,13.5,724,scandens,75
8.2,13.4,727,scandens,75
9.0,14.6,728,scandens,75
9.3,13.5,729,scandens,75
8.0,13.7,782,scandens,75
9.1,13.9,783,scandens,75
8.1,13.1,784,scandens,75
8.3,13.4,806,scandens,75
8.7,13.8,816,scandens,75
8.8,13.6,890,scandens,75
8.6,14.0,901,scandens,75
8.7,13.5,916,scandens,75
8.0,12.8,918,scandens,75
8.8,14.0,920,scandens,75
9.0,13.4,935,scandens,75
9.1,14.9,953,scandens,75
9.74,15.54,1014,scandens,75
9.1,14.63,1642,scandens,75
9.8,14.73,1748,scandens,75
10.4,15.73,1841,scandens,75
8.3,14.83,1842,scandens,75
9.44,15.94,2084,scandens,75
9.04,15.14,2397,scandens,75
9.0,14.23,8110,scandens,75
9.05,14.15,20122,scandens,75
9.65,14.35,20151,scandens,75
9.45,14.95,20188,scandens,75
8.65,13.95,20210,scandens,75
9.45,14.05,20223,scandens,75
9.45,14.55,20225,scandens,75
9.05,14.05,20252,scandens,75
8.75,14.45,20255,scandens,75
9.45,15.05,20266,scandens,75
8.35,13.25,20279,scandens,75
7.0,9.1,14613,fortis,87
7.12,9.14,15487,fortis,87
7.21,9.24,15187,fortis,87
7.3,9.2,15284,fortis,87
7.32,8.83,14983,fortis,87
7.41,9.14,14913,fortis,87
7.42,9.04,15726,fortis,87
7.43,10.56,15821,fortis,87
7.45,9.7,15484,fortis,87
7.5,9.25,4968,fortis,87
7.5,9.5,15695,fortis,87
7.51,9.34,15272,fortis,87
7.51,9.64,15256,fortis,87
7.64,9.04,13907,fortis,87
7.65,9.8,5578,fortis,87
7.68,9.28,10376,fortis,87
7.7,9.5,13377,fortis,87
7.8,10.8,15225,fortis,87
7.81,9.24,15914,fortis,87
7.81,10.24,14760,fortis,87
7.86,9.74,15779,fortis,87
7.9,9.2,13901,fortis,87
7.9,9.95,15277,fortis,87
7.92,9.34,15285,fortis,87
7.92,9.35,13194,fortis,87
7.92,10.1,14967,fortis,87
7.93,9.96,14800,fortis,87
7.95,9.27,14612,fortis,87
7.95,9.4,15154,fortis,87
7.96,9.68,14123,fortis,87
7.97,10.19,15368,fortis,87
8.0,10.0,15873,fortis,87
8.0,10.25,16027,fortis,87
8.0,11.3,15353,fortis,87
8.02,9.83,14265,fortis,87
8.02,11.04,15014,fortis,87
8.03,10.16,14969,fortis,87
8.03,10.74,5627,fortis,87
8.06,10.19,15973,fortis,87
8.09,9.46,13468,fortis,87
8.1,9.5,15214,fortis,87
8.1,9.7,14978,fortis,87
8.1,10.0,15909,fortis,87
8.1,10.05,13996,fortis,87
8.1,10.3,13543,fortis,87
8.1,10.5,14634,fortis,87
8.11,9.94,15804,fortis,87
8.11,10.04,15493,fortis,87
8.11,10.24,15363,fortis,87
8.2,9.2,15286,fortis,87
8.2,9.3,15019,fortis,87
8.21,10.04,16112,fortis,87
8.21,10.34,15270,fortis,87
8.21,10.34,15874,fortis,87
8.22,10.04,16007,fortis,87
8.23,9.86,14860,fortis,87
8.24,9.73,10313,fortis,87
8.25,9.45,15490,fortis,87
8.25,10.0,15106,fortis,87
8.27,9.78,13539,fortis,87
8.28,9.64,14912,fortis,87
8.3,9.8,13244,fortis,87
8.3,10.0,14822,fortis,87
8.3,10.0,14909,fortis,87
8.3,10.8,15944,fortis,87
8.31,9.64,16170,fortis,87
8.31,10.14,15477,fortis,87
8.31,10.24,15111,fortis,87
8.31,10.74,14686,fortis,87
8.31,10.74,15915,fortis,87
8.31,11.14,15759,fortis,87
8.31,11.24,15850,fortis,87
8.32,9.84,15977,fortis,87
8.33,9.86,14632,fortis,87
8.33,9.96,14982,fortis,87
8.34,10.57,13306,fortis,87
8.35,10.0,13351,fortis,87
8.35,10.95,15288,fortis,87
8.36,9.89,15079,fortis,87
8.36,9.99,15402,fortis,87
8.4,9.1,15248,fortis,87
8.4,9.8,13881,fortis,87
8.4,9.85,15879,fortis,87
8.4,10.0,4830,fortis,87
8.4,10.0,15679,fortis,87
8.4,10.0,15806,fortis,87
8.4,10.18,5887,fortis,87
8.4,10.4,15845,fortis,87
8.4,10.9,14890,fortis,87
8.41,10.04,15875,fortis,87
8.41,10.14,15381,fortis,87
8.41,10.24,15382,fortis,87
8.41,10.54,15453,fortis,87
8.42,9.04,5555,fortis,87
8.42,9.24,15127,fortis,87
8.43,10.06,14628,fortis,87
8.43,10.26,15379,fortis,87
8.45,10.2,14939,fortis,87
8.45,10.93,10100,fortis,87
8.47,10.64,16172,fortis,87
8.47,10.74,15188,fortis,87
8.5,9.4,14611,fortis,87
8.5,9.55,14025,fortis,87
8.5,9.8,14970,fortis,87
8.5,9.83,15970,fortis,87
8.5,10.0,10760,fortis,87
8.5,10.0,15706,fortis,87
8.5,10.3,14762,fortis,87
8.5,10.6,15829,fortis,87
8.5,11.5,14743,fortis,87
8.51,10.24,15933,fortis,87
8.51,10.5,14836,fortis,87
8.51,10.84,15940,fortis,87
8.52,9.94,15995,fortis,87
8.53,10.36,14704,fortis,87
8.55,9.8,5685,fortis,87
8.56,10.09,14833,fortis,87
8.6,9.8,1536,fortis,87
8.6,9.9,15163,fortis,87
8.6,10.0,5556,fortis,87
8.6,10.0,14902,fortis,87
8.6,10.0,15342,fortis,87
8.6,10.1,14894,fortis,87
8.6,11.3,15761,fortis,87
8.6,12.0,5628,fortis,87
8.61,10.14,15497,fortis,87
8.61,10.34,14932,fortis,87
8.61,10.34,15374,fortis,87
8.61,10.54,15175,fortis,87
8.61,10.54,15724,fortis,87
8.61,10.94,15680,fortis,87
8.61,11.04,14827,fortis,87
8.61,11.14,15296,fortis,87
8.61,11.14,15711,fortis,87
8.61,11.24,10066,fortis,87
8.61,12.14,15322,fortis,87
8.62,9.94,15262,fortis,87
8.62,9.95,14840,fortis,87
8.62,10.05,4229,fortis,87
8.62,10.35,13195,fortis,87
8.63,10.86,14829,fortis,87
8.64,10.18,13994,fortis,87
8.65,9.45,15464,fortis,87
8.66,10.19,15865,fortis,87
8.66,10.84,14831,fortis,87
8.7,9.4,13269,fortis,87
8.7,9.5,15184,fortis,87
8.7,9.8,14096,fortis,87
8.7,9.85,15245,fortis,87
8.7,10.0,15143,fortis,87
8.7,10.1,15712,fortis,87
8.7,10.4,4715,fortis,87
8.7,10.45,14832,fortis,87
8.7,10.57,15757,fortis,87
8.7,10.8,14694,fortis,87
8.7,10.9,15388,fortis,87
8.7,11.4,15224,fortis,87
8.71,9.64,15018,fortis,87
8.71,10.04,15981,fortis,87
8.71,10.24,15228,fortis,87
8.71,10.44,15663,fortis,87
8.71,10.54,15983,fortis,87
8.71,10.64,10198,fortis,87
8.71,10.84,15657,fortis,87
8.71,10.94,15990,fortis,87
8.71,11.14,15123,fortis,87
8.71,11.14,15855,fortis,87
8.71,11.29,15005,fortis,87
8.71,11.79,15617,fortis,87
8.72,9.84,14880,fortis,87
8.72,11.15,14742,fortis,87
8.73,9.76,15080,fortis,87
8.73,10.06,15273,fortis,87
8.73,10.87,4859,fortis,87
8.73,11.86,14767,fortis,87
8.74,10.83,5602,fortis,87
8.76,10.39,15978,fortis,87
8.76,10.64,15246,fortis,87
8.77,9.7,15264,fortis,87
8.77,10.09,14867,fortis,87
8.77,10.67,13687,fortis,87
8.77,10.95,15306,fortis,87
8.79,9.96,10347,fortis,87
8.8,9.7,15420,fortis,87
8.8,9.97,16016,fortis,87
8.8,10.1,14042,fortis,87
8.8,10.37,14797,fortis,87
8.8,10.9,14761,fortis,87
8.8,10.9,14858,fortis,87
8.8,11.1,2749,fortis,87
8.8,11.15,15244,fortis,87
8.8,11.8,5872,fortis,87
8.81,10.14,14680,fortis,87
8.81,10.19,14763,fortis,87
8.81,10.24,14892,fortis,87
8.81,10.24,15176,fortis,87
8.81,10.54,14795,fortis,87
8.81,10.54,15040,fortis,87
8.81,10.54,15733,fortis,87
8.81,10.74,15367,fortis,87
8.81,11.24,14535,fortis,87
8.81,11.24,15268,fortis,87
8.82,10.05,15883,fortis,87
8.82,10.24,15220,fortis,87
8.82,10.94,15430,fortis,87
8.86,10.59,15404,fortis,87
8.87,9.9,14841,fortis,87
8.87,10.04,15313,fortis,87
8.87,10.35,14868,fortis,87
8.87,11.2,13385,fortis,87
8.88,11.8,15301,fortis,87
8.89,11.1,5626,fortis,87
8.9,10.0,14928,fortis,87
8.9,10.1,5965,fortis,87
8.9,10.1,15182,fortis,87
8.9,10.13,16162,fortis,87
8.9,10.2,13582,fortis,87
8.9,10.33,14811,fortis,87
8.9,10.4,5669,fortis,87
8.9,10.4,10703,fortis,87
8.9,10.7,14684,fortis,87
8.9,10.7,14809,fortis,87
8.9,10.9,10548,fortis,87
8.9,10.9,15387,fortis,87
8.9,11.1,5721,fortis,87
8.9,11.6,14808,fortis,87
8.9,11.6,15223,fortis,87
